标题,时间,详情页链接,正文
厦门市第六轮全员核酸检测结果均为阴性,2021-10-04 18:08:25,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F10%2F04%2FARTI7OpDHyFsSeyHysVeidir211004.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D22,央视网消息据厦门日报微博消息，厦门市疫情防控情况新闻发布会通报，第六轮全员核酸检测已经顺利完成，全部检测结果均为阴性。国家工作组和省市专家共同研判后一致认为，厦门市疫情防控的社区传播基本阻断，社会面传播风险已基本消除，疫情防控阶段性成效进一步稳固，有条件对防控策略分阶段分区域进行科学精准有序调整。
西安雁塔区完成全员核酸检测：120万人均为阴性,2021-10-22 03:13:34,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F10%2F22%2FARTI5yM4Tfkb7mWvzFTIG5eS211022.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D22,记者从西安市雁塔区委宣传部获悉，雁塔区已经完成全员核酸检测，万人完成核酸采样，结果均为阴性。总台记者温超
国家卫健委：组织形成全国核酸检测机构数据库，已收录8500多个检测点并持续更新,2021-10-24 15:18:47,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F10%2F24%2FARTIpyUHI6UupcF2gt7ocq0P211024.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D23,"月日，国务院联防联控机制加强秋冬季疫情防控和做好疫苗接种有关情况举行新闻发布会，会上，国家卫生健康委新闻发言人宣传司副司长米锋表示，针对群众关心的核酸检测问题，国家卫生健康委组织形成了全国核酸检测机构数据库，已收录全国多个核酸检测点并持续更新。
米锋介绍，广大群众可通过微信支付宝百度等渠道搜索访问国家政务服务平台国务院客户端卫生健康行政部门微信公众号等，一键查询就近的核酸检测点。部分地方健康码也可提供在线预约服务。
同时，国务院联防联控机制医疗救治组也进一步要求各地以设区的市为单位，按照就近就便原则，统筹检测资源，实现区域内网格内的检测服务全覆盖明确检测机构提供小时服务，缩短结果报告时间。"
海口通报1例境外输入病例复阳情况，此前在院隔离治疗期间核酸结果多次阳性、阴性交替,2021-11-08 08:38:40,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F11%2F08%2FARTIV8Bif0NckgS7lfdGphKS211108.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D23,"海口发布微信公众号消息，海口市新型冠状病毒感染肺炎疫情防控工作指挥部通报，月日晚，海口市对正在居家健康监测的名已治愈的新冠肺炎境外人员进行核酸检测发现，其检测结果阳性，省疾控中心原样本复核阳性。接报该人员初筛阳性报告后，市指挥部立即启动应急处置工作，迅速组织流行病学调查，对该人员居住楼栋临时管控，有序组织小区全体人员开展核酸检测。目前，该人员已转至定点医院进行隔离医学观察，无异常症状。
该人员月日从新加坡入境广州，自述打过两针疫苗，入境当晚核酸检测为阳性，月日转入广州市定点医院隔离治疗，期间核酸结果多次阳性阴性交替，月日治愈出院，转为集中隔离，至月日解除隔离。
该人员月日晚乘坐飞机飞往海口，全程佩戴口罩与面罩。日日，除到采样点进行核酸采样外，其余时间均在家中。
请各位市民不信谣不传谣，继续绷紧疫情防控这根弦，保持高度防护意识，坚持科学佩戴口罩勤洗手常通风不聚集保持安全距离等防控措施，养成良好的个人卫生习惯，进出公共场所自觉配合体温测量健康码查验等疫情防控工作，尽早全程接种新冠病毒疫苗。"
福建莆田仙游县枫亭镇完成第十二轮核酸检测,2021-09-23 11:16:41,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F09%2F23%2FARTIfQd7IODcsVZdV9H4GFZg210923.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D23,"央视网消息月日，福建省莆田市召开疫情防控新闻发布会，通报最新情况。
发布会上介绍，月日，完成仙游县枫亭镇全域第十二轮核酸检测，仙游县郊尾镇赖店镇园庄镇度尾镇鲤南镇五个乡镇重点区域第七轮核酸检测，荔城区城厢区第三轮核酸检测，秀屿区启动第五轮核酸检测。在此基础上，将转向重点场所重点单位重点人群的核酸检测。

"
内蒙古额济纳旗：启动第五轮核酸检测 流行病学调查全面展开,2021-10-27 09:22:58,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F10%2F27%2FARTIqoUqBjHZTd28raaKyktL211027.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D23,"静音全屏秒跳过此广告正在加载视频播放器。播放播放视频播放当前时间时长媒体流类型直播画质静音全屏加载完毕画中画
央视网消息截至月日时，全国共有高风险区两个，分别是北京昌平区北七家镇宏福苑社区和内蒙古自治区阿拉善盟额济纳旗的达来呼布镇中风险地区个，涉及北京内蒙古贵州甘肃宁夏等多地。
额济纳旗日新增本土确诊例
静音全屏秒跳过此广告正在加载视频播放器。播放播放视频播放当前时间时长媒体流类型直播画质静音全屏加载完毕画中画
记者从内蒙古额济纳旗新冠肺炎疫情防控工作指挥部获悉，月日，经流行病学调查和核酸复检，并经自治区临床专家组诊断，额济纳旗确认新增例新冠肺炎确诊病例。
截至目前，额济纳旗共有确诊病例例，患者已收入定点医院治疗，目前生命体征平稳。
额济纳旗月日启动第五轮核酸检测
静音全屏秒跳过此广告正在加载视频播放器。播放播放视频播放当前时间时长媒体流类型直播画质静音全屏加载完毕画中画
月日下午，内蒙古阿拉善盟召开了第场新冠肺炎疫情防控工作新闻发布会。记者从发布会上获悉，相关工作组已全面展开对确诊病例的流行病学调查，额济纳旗第五轮核酸检测工作已于昨天日中午启动，目前采样工作正在有序进行。"
山东日照五莲4人核酸检测阳性 确诊病例女儿所在学校同班同学48人均为阴性,2021-10-26 15:41:23,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F10%2F26%2FARTIlxPsHRIunoyYci8n7yhu211026.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D23,"日下午，日照市召开疫情防控新闻发布会，通报有关情况。记者从发布会上了解到，日照市五莲县月日晚报告例核酸检测阳性患者赵某某，日凌晨，经专家组会诊，确定为新冠肺炎普通型。
据日照市委统筹疫情防控和经济运行工作领导小组指挥部综合协调组组长疫情防治与专家组组长张玉新介绍，日凌晨，赵某某其妻子儿子女儿等名核酸检测呈阳性，经日照市疾控中心复检阳性后，第一时间用负压救护车转运至市定点医院治疗。赵某某的密切接触者迟某某赵某被判定确诊病例，另一密切接触者赵某被判定无症状感染者。
目前，赵某某赵某迟某某赵某已转运至定点医院治疗，省疫情防控专家组按照一人一策的要求，制定了单独治疗方案，确保医疗救治效果。
同时，五莲县迅速启动全员核酸检测。按照确保尽早拿出全部检测结果的要求，对排查出的密接次密接人员，连夜开展核酸检测，并严格落实居家隔离措施。同时，对确诊病例女儿所在学校同班同学人和相关人员人全部进行核酸检测，检测结果均为阴性。从日早上开始，五莲县布置了个核酸检测点，个采样台，每个检测点人，配备冷链箱医疗废物垃圾桶等设施，并组织市县机关干部公安干警全力靠上，卫健社区公安共人参与，对主城区部分街道群众全部开展核酸检测。
此外，日照市组织其他区县功能区，迅速排查与患者时空轨迹重叠人员，以及日以后到过五莲城区的人员，同步开展核酸检测，确保做到应检尽检。检测过程中，严格落实米间隔等相关要求，确保科学规范安全有序。目前，五莲县核酸检测能力千人份天，日照市核酸检测能力万人份天，能够满足全员检测需求现有物资储备，能够满足轮核酸检测需求。
据了解，五莲县共腾出家宾馆间客房，作为隔离点。同时，积极准备备用隔离场所，日照全市其他隔离点已全部做好准备，随时启用。目前，日照市共有备用隔离点个，隔离房间间。"
国务院联防联控机制：对“愿检尽检”人群的核酸检测要力争在6小时之内报告结果,2021-10-26 10:48:12,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F10%2F26%2FARTIgsBSrWkj4F4YdjoP6IWU211026.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D23,"联防联控机制医疗发号
各省自治区直辖市及新疆生产建设兵团应对新型冠状病毒肺炎疫情联控联控机制领导小组指挥部
当前，我国局部地区出现小规模聚集性疫情和零星散发病例，暴露出部分地区核酸检测机构布局不合理检测服务不够便捷检测结果反馈不及时等问题。为进一步强化核酸检测服务，从严从紧抓好疫情防控工作，现提出以下工作要求
一进一步提高对核酸检测重要性的认识
目前全球疫情仍在扩散并呈现新的特点，多国放松管控减少出入境人员限制，我国外防输入形势严峻。核酸检测是发现新冠病毒感染者的关键技术手段，对于及时发现传染源降低疫情扩散风险落实早发现具有重要意义。各地要进一步提高政治站位，落实党中央国务院决策部署，毫不放松抓好外防输入内防反弹，以核酸检测为中心扩大预防，进一步加强核酸检测工作的组织部署，服务于疫情防控大局。
二强化核酸检测机构合理布局
卫生健康行政部门要科学布局核酸检测资源，以设区的市为单位，对核酸检测机构实行网格化设置管理。按照国务院联防联控机制进一步推进新冠病毒核酸检测能力建设工作方案要求，所有二级及以上综合医院传染病专科医院各级疾控机构等，均应当具备核酸检测能力并提供检测服务。要将所辖区域划分为若干网格，按照就近就便的原则，统筹好医疗机构疾控机构第三方检测机构核酸检测资源，实现区域内网格内核酸检测服务全覆盖。卫生健康行政部门要通过官方网站客户端微信公众号公共服务小程序等多种方式，向社会公布辖区内所有核酸检测机构名单工作时间联系电话地址等，并及时更新，鼓励开发可视化地图便于群众查询。
三提供优质高效的核酸检测服务
核酸检测机构要向社会提供小时核酸检测服务。要加强核酸采样送检报告各环节衔接，在保证检测质量的前提下，发挥核酸检测仪器设备最大效能，在规定的反馈时间基础上，进一步缩短核酸检测结果报告时间。特别是对愿检尽检人群的核酸检测，要力争在小时之内报告结果，并通过信息化手段及时向群众推送，鼓励根据检测量，配备新冠病毒核酸快检试剂及配套设备，减少等待时间。
人口流动性强的省会城市中心城市口岸城市旅游城市等，要切实强化核酸检测服务。在落实上述要求的基础上，进一步扩大核酸检测服务供给，方便群众就近就便获得核酸检测服务同时，确保在规定时间内，及时反馈检测结果，最大程度避免疫情外溢风险。
各地要在近期内对核酸检测工作各项要求落实情况进行再部署再检查，并将有关情况以省级联防联控机制指挥部或者领导小组的名义于月日前报送我组。"
北京朝阳两人核酸检测分别呈阳性和单基因阳性 活动点位涉中小学,2021-11-01 20:25:28,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F11%2F01%2FARTIxvsPtnswMJFUtSSHK4OU211101.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D23,"月日点，朝阳区接昌平疾控部门通报，名人员核酸检测结果分别呈阳性和单基因阳性，其活动点位涉及花家地实验小学朝来校区和陈经纶中学分校。
朝阳区立即启动应急响应机制，对两处校区进行临时管控，同步开展流调工作，对密接次密接人员高风险人员全面排查追踪管控。目前，正在对师生和相关人员进行全员核酸检测。后续工作进展将及时通报。
朝阳区疾控中心
月日"
上海浦东机场地区从业人员开展全员核酸检测 已筛查74639人核酸检测结果阴性,2021-08-21 18:34:14,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F08%2F21%2FARTIh0wb9NYLgk2riNByDrJm210821.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D23,"静音全屏秒跳过此广告正在加载视频播放器。暂停播放视频暂停当前时间时长媒体流类型直播画质静音全屏加载完毕画中画播放器容器，必填项播放器宽度，必填项播放器高度，必填项台名称，比如等，必填项视频生产中心，必填项设置默认码率可填必填项视频集视频页面，如文章文件路径视频来源可为空关键字用户中心相关，是否登录用户中心相关，用户登录是否默认从取图，非自动播放情况下才有效是否自动播放，只有为不自动播放，其它值为自动播放播放器前贴图片是否是音频播放器为表示是音频，表示是视频是否视频，是不是播放器的窗口模式，默认为播放器的窗口模式，默认为是否显示设置按钮，默认为播放器类型，表示播放器播放按钮是否在播放器左下角为表示是，表示播放按钮在播放器中间是否显示全屏按钮，默认表示显示语言，默认中文，表示英语
央视网消息昨天月日和今天，上海市共报告例涉及浦东机场的确诊病例。从昨天上午时起，上海浦东机场地区设置了个核酸采样点，对浦东机场地区从业人员开展全员核酸检测。当天下午，记者对机场核酸采样点进行了实地探访。

在采样点，人们按照人一组的方式接受核酸采样，现场还有很多工作人员在维护秩序，确保接受核酸检测人员的进出不交叉。

据上海市卫建委消息，截至今天上午时，累计排查到在上海的次密接者人，均已落实集中隔离，核酸检测结果均为阴性。累计排查到在上海的筛查对象人，其中人核酸检测结果为阴性，其余还在检测中。"
武汉夯实疫情防控 高效推进全员核酸检测,2021-08-13 09:12:18,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F08%2F13%2FARTISnn2sD1lnx1LJRf7U9ym210813.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D23,"静音全屏秒可在秒后跳过正在加载视频播放器。暂停播放视频暂停当前时间时长媒体流类型直播画质静音全屏加载完毕画中画播放器容器，必填项播放器宽度，必填项播放器高度，必填项台名称，比如等，必填项视频生产中心，必填项设置默认码率可填必填项视频集视频页面，如文章文件路径视频来源可为空关键字用户中心相关，是否登录用户中心相关，用户登录是否默认从取图，非自动播放情况下才有效是否自动播放，只有为不自动播放，其它值为自动播放播放器前贴图片是否是音频播放器为表示是音频，表示是视频是否视频，是不是播放器的窗口模式，默认为播放器的窗口模式，默认为是否显示设置按钮，默认为播放器类型，表示播放器播放按钮是否在播放器左下角为表示是，表示播放按钮在播放器中间是否显示全屏按钮，默认表示显示语言，默认中文，表示英语
央视网消息月日武汉市开展了第一轮全员核酸检测，目前，第二轮全员核酸检测正在进行当中。

日上午时，在汉阳区龙阳社区卫生服务中心，刚刚走出采样室的居民陈先生，连说了两个非常。

快，首先体现在耗时最长的信息录入环节实现了提速。宣布开展全员核酸检测的当晚，武汉市就组建了技术突击队，连夜扩容信息采集小程序，一小时内可承载万次的访问量。工作人员使用健康武汉的小程序扫一下居民的健康码或者身份证，就能一键录入居民的身份信息。"
郑州市将适时启动第五轮全员核酸检测 开展多轮大规模核酸检测基于两方面考虑,2021-08-21 18:52:19,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F08%2F21%2FARTITZYsGJLdOU52SCh9jbnL210821.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D24,"静音全屏秒可在秒后跳过正在加载视频播放器。暂停播放视频暂停当前时间时长媒体流类型直播画质静音全屏加载完毕画中画播放器容器，必填项播放器宽度，必填项播放器高度，必填项台名称，比如等，必填项视频生产中心，必填项设置默认码率可填必填项视频集视频页面，如文章文件路径视频来源可为空关键字用户中心相关，是否登录用户中心相关，用户登录是否默认从取图，非自动播放情况下才有效是否自动播放，只有为不自动播放，其它值为自动播放播放器前贴图片是否是音频播放器为表示是音频，表示是视频是否视频，是不是播放器的窗口模式，默认为播放器的窗口模式，默认为是否显示设置按钮，默认为播放器类型，表示播放器播放按钮是否在播放器左下角为表示是，表示播放按钮在播放器中间是否显示全屏按钮，默认表示显示语言，默认中文，表示英语
央视网消息昨天月日，郑州全市无新增本地确诊病例和无症状感染者。当天，又有三名确诊患者治愈出院。目前，郑州市第五轮全员核酸检测工作正在紧张筹备中，将适时启动。

截至目前，郑州已经进行了四轮全员核酸检测，并将适时启动第五轮全员核酸检测。据了解，鉴于目前德尔塔病毒具有载量大传染性强传播范围广等特点，为落实四早举措，迅速筛查发现并阻断病毒传播，核酸检测依然是最有效的方法之一。

开展多轮大规模核酸检测主要是基于以下两方面考虑一是由于窗口期的存在。窗口期是指从病原体进入人体，到通过一定检测技术方法可被检出的这一段时期。新冠病毒核酸检测的窗口期受到检测方法检测试剂及患者个体差异等多方面因素影响，如果样本检测正处于窗口期，就会无法检出而造成漏检。

郑州市疫情防控领导小组核酸检测部李硕二是在采检环节中可能存在个别群众由于种种原因未能参加检测，从而造成小概率的漏检。当上述两个因素叠加到郑州市庞大的人口基数上时，少数几轮核酸检测往往很难筛查出全部感染者。因此，开展多轮规模性核酸检测，对尽早发现新冠肺炎病例及无症状感染者，实施精准防控是十分必要的。"
甘肃共采集核酸检测样本1405万份 排查出密接、次密接人员9844人,2021-10-26 10:35:12,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F10%2F26%2FARTICioLbBiOTmBZqnSrwMFj211026.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D24,"月日，甘肃省召开疫情防控工作新闻发布会，介绍有关情况并答记者问。会上介绍，截至月日时，甘肃省共采集核酸检测样本万份，已出检测结果万份。
截至日时，已排查出密接次密接人员人，其中密接人员人，次密接人员人。"
甘肃三地通报：重点人群和环境样本首轮核酸检测结果均为阴性,2021-10-18 16:09:05,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F10%2F18%2FARTIkoeCbwWNr0EOli7idW5A211018.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D24,"央视网消息记者王小英月日，陕西西安报告外省游客核酸检测阳性病例例。两名游客月日乘坐次航班上海浦东西安在西安中转，乘坐次航班西安张掖转机前往张掖市，后在甘肃张掖酒泉和嘉峪关以及内蒙古自驾旅游。
月日，央视网记者从甘肃省张掖市嘉峪关市和酒泉市金塔县了解到，三地对在西安市确诊的名游客在当地的密切接触者进行了摸排，重点人群和环境样本首轮核酸检测结果均为阴性。日嘉峪关启动全员核酸检测。
目前，相关市县正在进一步深入开展精准排查流调和核酸检测工作。
张掖曾前往平山湖景区丹霞地质公园
根据张掖市新冠肺炎疫情联防联控领导小组办公室通告，两名游客月日时分乘坐次航班西安一张掖，座位号，时分抵达张掖甘州机场由一嗨车行工作人员将租用车辆青送至机场，并由一嗨车行另一驾驶员驾驶车辆青共同抵达入住张掖宾馆时分步行至祁连羊肉馆包厢用餐时分结束用餐后步行回张掖宾馆。
月日，两名游客驾驶乘坐两辆租用车辆于时分至时分在平山湖大峡谷游览，午餐在车上吃了自购食物时分至时在七彩丹霞景区游览，后在景区门口购买玉米，途经中国石油丹霞加油站加油，于时分进入丹霞高速入口前往酒泉市金塔县。
根据张掖市新冠肺炎疫情联防联控办介绍，截至目前，当地已隔离管控重点人员人，核酸检测采样人员样本份环境样本份，核酸检测结果均为阴性。
酒泉金塔县胡杨林景区已暂时关闭
根据酒泉市新冠肺炎疫情联防联控领导小组办公室通告，上述两名游客月日日前往酒泉市金塔县金鼎湖胡杨林景区。
目前，酒泉市金塔县重点人群和环境样本首轮核酸检测结果均为阴性。
金塔沙漠胡杨林景区日宣布，自年月日至月日暂时关闭，具体开放时间另行通知。如已预订景区门票或者民宿的游客，可在相关购票平台退票。
嘉峪关已启动全员核酸检测
根据嘉峪关市新冠肺炎疫情联防联控领导小组办公室通报，关于对陕西省通报名核酸检测结果为阳性游客，月日时左右由内蒙古额济纳旗自驾到达嘉峪关月日时人主动到嘉峪关市中医医院进行核酸检测，医院按常态化检测要求进行混检，完成采样后，人返回酒店退房，前往嘉峪关机场，于时分持小时内额济纳旗人民医院核酸检测阴性证明健康码绿码及行程码无中高风险旅居史办理登机手续，搭乘航班嘉峪关西安于时分到达西安。
月日时分，嘉峪关市中医院混检结果为可疑阳性，遂联系相关人速到医院采样复检，但人已到西安。另外人到医院采样后，当晚时复核结果全部为阴性。
根据嘉峪关市新冠肺炎疫情联防联控领导小组办公室通告，自日时分起，嘉峪关市对名游客行程涉及场所及接触人员开展流行病学调查核酸检测人员管控及环境消杀。经初步流调，排查出密切接触者人，核酸检测结果均为阴性，已全部落实集中隔离。当地目前正在开展第二轮流调工作。
嘉峪关也于日开启全员核酸检测。"
刚刚通告！长沙县重点区域启动第二轮全员核酸检测,2021-10-22 15:13:15,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F10%2F22%2FARTICML72UavUMunmHjJ9sqa211022.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D24,"央视网消息据长沙发布微信公众号消息，根据疫情防控工作需要，长沙县新冠肺炎疫情防控指挥部研究，决定于月日对黄花镇梨街道黄兴会展区等重点区域所有人员含常住人口流动人口开展第二轮全员核酸检测，现将有关事项通告如下

一请各位居民按照所在村社区工作人员的通知指引，分时段有序到达指定地点开展核酸检测。

二检测时，请携带身份证等有效身份证明，主动出示健康码行程卡，采集过程中请全程佩戴口罩，与他人保持米以上间隔，不交谈，不聚集。

三如有接种新冠疫苗的，进行核酸检测必须间隔小时。

四对拒不接受采样不按时间间隔要求采样重复采样等扰乱采样检测秩序的行为，依法追究相应法律责任。

因近日气温较低，请做好防寒保温措施，感谢广大居民对疫情防控工作的大力支持配合

长沙县新冠肺炎疫情防控指挥部

年月日


"
厦门市思明区将开展第五轮全员核酸检测,2021-09-24 16:51:13,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F09%2F24%2FARTIDqPVhXi06lhodfLEJ2z6210924.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D24,"央视网消息据思明快报微信公众号消息，月日，厦门市思明区新型冠状病毒感染的肺炎疫情防控应急指挥部发布通告。
根据厦门市疫情防控指挥部统一部署，决定年月日周六开展思明区第五轮全员新冠病毒核酸检测。有关事项通告如下
一在思明区行政区域内工作生活学习的所有人必须参加核酸检测。凡应检未检，造成疫情传播后果的，将严肃追究法律责任。
二请全体人员按照社区通知的时间段，携带本人有效身份证件，佩戴好口罩，及时前往采样点进行核酸检测。对于行动不便人员，社区将组织上门采样，确保全员覆盖不漏一人。
三扫码预登记，可有效缩短排队等候时间。请提前关注思明快报公众号或听从社区安排扫描二维码，为本人及家人进行预登记。"
哈尔滨防疫物资充足，10748名未核酸检测人员变“黄码”,2021-09-26 11:58:49,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F09%2F26%2FARTIjOPPmwLhvBmCCjd3dvfN210926.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D24,"哈尔滨市疫情防控第场新闻发布会。
央视网消息记者李文学月日，记者从哈尔滨市疫情防控第场新闻发布会上获悉，哈尔滨防疫物资储备充足，能确保小时不间断物资调拨。目前有名未核酸检测人员龙江健康码调整为黄码。
哈尔滨市卫健委副主任柯云楠在发布上介绍，日哈尔滨市新增本土新冠肺炎确诊病例例中，巴彦县例，松北区例，木兰县例。上述新增确诊病例均是在集中隔离医学观察期间核酸检测发现的。有关部门已对所有排查出的密切接触者和密接的密接全部落实隔离管控措施，并进行追踪排查，对涉及到的小区进行封闭管理，对其曾经活动过的场所进行终末消毒和封闭管理。
在国务院联防联控机制综合组黑龙江工作组的指导下，目前，哈尔滨市所有新增本土新冠肺炎确诊病例已由哈尔滨市第六医院转运至哈医大一院群力院区继续隔离治疗，整体病情稳定。
日，哈尔滨市第二轮全员核酸检测已经完成。重点地区巴彦县兴隆镇和兴隆林业局已经完成了四轮核酸检测，正在进行第五轮核酸检测。
哈尔滨市工信局副局长许威在发布会介绍说，目前，哈尔滨市已有名未检测人员龙江健康码调整为黄码。其中，人已补检核酸检测，并变回绿码。此次赋黄码策略的执行标准是对未按疫情防控要求参加全员核酸检测的在哈人员。如果正常参加下一次全员核酸检测，则上一次全员核酸检测未检黄码自动变回绿码。
月号本轮疫情发生后，哈尔滨市政府立即启动物资保障响应，第一时间为南岗区道里区松北区巴彦县等区县调拨了口罩消毒液消杀喷雾器二级防护物品等防护物资，统计测算了火车站汽车客运站飞机场等重点场所人群疫情防控所需的防护口罩数量，迅速采购并为南岗区道里区道外区松北区双城区共紧急调拨口罩近万只。为提高哈市核酸检测能力，连夜组织为全省火眼实验室和新筹建检测方舱调配所需的试剂耗材生物安全柜防疫物资等，确保了省外医疗支援队工作的顺利开展在此基础上，还全力保障了哈市边境海关机场公安武警医院隔离点等多个部门的防疫物资需求。"
贵州遵义流调排查4852人 其中1人核酸检测阳性,2021-10-20 16:19:53,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F10%2F20%2FARTI8B3K5ncZSlzMlgHxyc11211020.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D24,"央视网消息月日，贵州省遵义市召开疫情防控新闻发布会，介绍疫情防控最新情况。
会上通报，已全力开展流调工作。从各地卫生健康疾控公安等部门抽调人组成个联合流调队伍开展流调工作，及时排查密接次密接和相关重点人员，并做好隔离医学观察工作截至月日时，全市共排查密切接触人员人次密接触人员人一般接触人员人扩大筛查人员人，合计排查人，全部进行核酸检测，检测阴性人检测阳性人。"
