标题,时间,正文
Idea of making COVID-19 vaccine mandatory for health-care workers is gaining momentum,"Aug. 7, 2021 6:58 a.m. CST","
     
     SAINT JOHN, N.B. - 
     
    
	For months, Maritimers have been lining up to get their shot of COVID-19 vaccine, making an individual decision to go out and get their dose. However, for health-care workers on the front-lines of the fight against the virus, the question of whether they should have to get it is gaining momentum.

	Two major medical groups in the country, the Canadian Medical Association (CMA) and the Canadian Nurses Association, have both come out with a call to make vaccines mandatory for health care workers.

    Advertisement
    
	""With the Delta variant and sort of the changing landscape heading into fall, we felt it was really important to come out strongly that we felt mandatory vaccinations is the way to move forward,"" says incoming president of the CMA Dr. Katharine Smart.
        RELATED STORIES
       Province, unions at odds over fully vaccinating COVID-19 unit staffNot all COVID-19 unit staff fully vaccinated: N.S. health care unionsN.B. politician who pushed for mandatory vaccines isn't calling for mandatory COVID-19 shot

	""We've heard quite clearly from the public that they have that expectation of safety when seeking health care, and we feel the best way to ensure that is by ensuring all people who provide health care are vaccinated for COVID-19.""

	It's an idea that has the backing of the New Brunswick Medical Society as well, especially as concerns grow over the possibility of a fourth wave coming this fall.

	""I would say the feedback I'm hearing is the fear doctors have about the impending impact of the variant, and the impact of those who are unvaccinated,"" says CEO Anthony Knight.

	When it comes to the legality of this, Halifax-based privacy lawyer David Fraser says it requires an individual look at each workplace and each circumstance and to ask the question 'is it reasonable in the circumstances?'""

	""You need to look at that particular workplace, need to look at the risk to themselves, the risk to others, their coworkers and others in the premises,"" says Fraser.

	""And I would fall down on the same side … saying yes, all front line health care workers should be vaccinated.""

"
Vancouver Island adds 27 new COVID-19 cases as restrictions issued for Central Okanagan,"Aug. 7, 2021 7:01 a.m. CST","
     
     Victoria - 
     
    
	Health officials have identified 27 new cases of COVID-19 in the Vancouver Island region Friday.

	The cases were among 464 new cases found across the province over the past 24 hours.

    Advertisement
    
	The update comes as B.C. issues new COVID-19 restrictions for the Central Okanagan, including limits on personal gatherings, organized gatherings and restaurant capacity.
        RELATED STORIES
       Bars and nightclubs closed, limits on gatherings in Central Okanagan as B.C. outbreak continuesMost B.C. COVID cases are in 20- to 40-year-olds with one or fewer doses: top doctorCOVID-19 outbreak declared at Vancouver Island care home

	Meanwhile, bars and nightclubs have also been shutdown in the region, which includes the municipalities of Peachland, West Kelowna, Kelowna, Lake Country, parts of the Central Okanagan Regional District and First Nations within the area.

	Earlier in the pandemic, the province avoided placing restrictions on specific regions of B.C. Now, however, health officials say that high levels of immunization across the province allow restrictions to be placed on pockets of transmission in a ""new approach.""

	Health officials add that surges have been seen across the province at different times during the pandemic. Currently, other areas of B.C. are still at risk, as visitors may have been in hot spots for vacations and have since returned to their home communities.

	ACTIVE CASES

	There are now 2,411 active cases of COVID-19 across the province, according to the B.C. Ministry of Health, including 145 active cases in the Vancouver Island region.

	Island Health identified the locations of 139 active cases Friday, including 74 in the South Island, 59 in the Central Island and six in the North Island.

	Health officials say no deaths related to the disease were reported over the past 24 hours, leaving the provinces' death toll at 1,772.

	There is currently one person in hospital for treatment of COVID-19 on Vancouver Island, and one more person is receiving critical care, according to the B.C. Centre for Disease Control.

	Since the pandemic began, 41 people have died of COVID-19 in the Island Health region.

	As of Friday, 81.8 per cent of people aged 12 and older have received their first dose of a COVID-19 vaccine in B.C., while 68.9 per cent of eligible people have received both doses.

	Earlier Friday, B.C. Health Minister Adrian Dix said the province had administered more than 7 million vaccine doses as of Aug. 6.

"
"Woman in 70s dies related to COVID-19, Windsor-Essex adds 20 new cases: WECHU","Aug. 7, 2021 1:17 a.m. CST","
     
     Windsor, Ont.  - 
     
     The Windsor-Essex County Health Unit is reporting 20 new cases of COVID-19 and one new death on Friday.  The health unit says a woman in her 70s from the community has died related to the virus. WECHU says she was unvaccinated. 
    Advertisement
     The death toll related to COVID-19 has increased to 436 people.
        RELATED STORIES
       Over 60,000 eligible adults remain unvaccinated in Windsor-EssexSpike in new COVID-19 cases in Windsor-Essex Ontario reports more than 300 new COVID-19 cases for first time since June  Medical officer of health Dr. Wajid Ahmed delivered the region’s epidemiological summary on Friday morning. He says the trends are heading in the wrong direction.    The per cent positivity for the region is 1.2 per cent. That is the eighth highest in the province.  Windsor-Essex has had a total of 16,958 confirmed cases of the virus, including 16,443 people who have recovered.  BREAKDOWN OF NEW CASES:    7 cases are community acquired   6 cases are close contacts of confirmed cases   1 case is travel related   6 cases are still under investigation.   WECHU says 79 cases are currently active:    32 variants of concern (VOC) cases are active   47 non-VOC cases are active   There are three confirmed COVID-19 cases in the hospital in the region.  There are three workplace outbreaks in Windsor-Essex.  In provincial data, Ahmed says most of the new cases are not vaccinated.Post-vaccination cases of COVID-19 in Ontario. (Courtesy WECHU)  WINDSOR-ESSEX COUNTY RESIDENTS VACCINATED:    289,947 WEC residents have received at least one dose of a vaccine   33,201 WEC residents have received only 1 dose of a vaccine   256,746 WEC residents have received both doses of a vaccine   A total of 546,693 doses have been administered to WEC residents   76.4% of WEC residents 12+ have received at least 1 dose   67.6% of WEC residents 12+ are fully vaccinated.    
"
United Airlines mandates COVID-19 vaccines for all employees,"Aug. 6, 2021 9:09 p.m. CST","
     
    
	United Airlines will join the growing list of companies that are requiring employees get vaccinated against COVID-19, the first major U.S. airline to implement such a mandate.

	A United executive said it was not considering a similar rule for passengers, and that any such requirement would be a decision for the government. 

    Advertisement
    
	United said while it has had discussions with its unions on the new rules it has not reached agreements with them.

	The airline set a late October deadline for employees to prove vaccination status, and said it could move earlier if a vaccine receives full federal approval sooner. Any employee who refuses to show proof of vaccination will be fired.  Tracking every case of COVID-19 in CanadaCoronavirus vaccination tracker: How many people in Canada have received shots?Health Canada updates Pfizer vaccine label regarding very rare reports of Bell's palsyShots give COVID-19 survivors big immune boost, studies showMajority of Canadians support mandatory vaccinations: Nanos survey Quebec to implement vaccine passport due to rising COVID-19 cases, premier saysEU says too early to tell if COVID-19 booster needed as Germany, France press aheadWhat provinces have to say about vaccine passportsHow will classrooms be kept safe? PHAC says back-to-school guidelines comingSeniors cut off from income supplement after receiving emergency benefitsCNN fires three employees for coming to work unvaccinatedWHO calls for pause on booster shots to vaccinate poorer nationsOntario requires mandatory vaccines for students against nine illnesses, but says it won't for COVID-19PM says he's considering making COVID-19 vaccines mandatory for federal workersTracking variants of the novel coronavirus in CanadaFull coverage at CTVNews.ca/Coronavirus
        RELATED STORIES
       CNN fires three employees for coming to work unvaccinatedU.S. plans to require COVID-19 shots for foreign travellers

	United said the October deadline was driven by a sense of urgency to protect its workforce, their family members and its customers. It cited statistics that show that while there has been a surge in COVID cases among those who are vaccinated, those who have had one of the vaccines are far less likely to need to be hospitalized or die from the recent surge in the disease.

	A United spokesperson said the airline will consider on a case-by-case basis employees who have health or religious reasons not to be vaccinated, and that those employees will have to wear masks at all times.

	""We know some of you will disagree with this decision to require the vaccine for all United employees,"" the airline said in email to staff. ""But, we have no greater responsibility to you and your colleagues than to ensure your safety when you're at work, and the facts are crystal clear: everyone is safer when everyone is vaccinated.""

	United is also offering an additional day of pay for most employees who provide proof of vaccination by mid-September. The pay does not apply to United pilots and flight attendants who already have a union-negotiated incentive to be vaccinated.

	""Over the last 16 months, [CEO Scott Kirby] has sent dozens of condolences letters to the family members of United employees who have died from COVID-19. We're determined to do everything we can to try to keep another United family from receiving that letter,"" said the notice to United employees. ""Together we'll do our our part to defeat this virus.""

	United has required vaccines for new employees since mid-June. But those new employees are not yet part one of the unions that represent most of the employees at the airlines.

	Some 85% of United's 85,400 employees are represented by unions.

	Vaccine requirements by employers are becoming common. Among the other companies that have announced similar moves for some or all of its employees are Google, Disney, Facebook, Goldman Sachs, Morgan Stanley, Netflix, Tyson Foods and Walmart, the nation's largest private-sector employer.

	Walmart is requiring proof of vaccination only for corporate employees, not employees in its stores. And some of those employers, such as the tech companies and banks, have few unionized employees.

	Some of the other companies with vaccine mandates, such as Tyson and Disney are in the process of negotiating their mandates with their unions. Labor law covering the private sector generally requires changes in work conditions for represented employees to reached through collective bargaining agreements. And some of unions, while urging members to get vaccinated, have opposed vaccine mandates as a condition of employment.

"
"MLHU reporting 8 new COVID-19 cases Thursday, fourth wave likely","Aug. 6, 2021 3:00 a.m. CST","
     
     London, Ont. - 
     
    
	The Middlesex-London Health Unit (MLHU) is reporting eight new infections Wednesday, but no new deaths from COVID-19.

	This is up slightly from seven on Wednesday and no new cases Tuesday.

    Advertisement
    
	The region now has a total of 12,821 cases and 231 deaths, with 12,538 resolved cases leaving 52 active.  Tracking every case of COVID-19 in CanadaCoronavirus vaccination tracker: How many people in Canada have received shots?Ontario unveils back-to-school plan for September. Here's what you need to knowCanada Recovery Benefit now unavailable to people who didn't file taxes in 2019, 2020Canadian Medical Association, nurses association call for mandatory COVID-19 vaccines for health-care workersCapacity limits for businesses, indoor mask mandate to end in Manitoba starting SaturdayOntario reports more than 300 new COVID-19 cases over two daysWhat should I know about the delta variant?In call with Biden, Trudeau talks trade, border 'collaboration' and Olympic soccerDelta spreads 'like wildfire' as doctors study whether it makes patients sicker NYC will require COVID-19 vaccination proof for indoor dining, gymsCanada is heading towards a 'Delta-driven' fourth wave, Tam saysChina orders mass testing in Wuhan as COVID-19 outbreak spreadsTracking variants of the novel coronavirus in CanadaFull coverage at CTVNews.ca/Coronavirus
        RELATED STORIES
       Local parents, students, teachers react to voluntary vaccines for back to classOntario requires mandatory vaccines for students against nine illnesses, but says it won't for COVID-19New COVID-19 cases in Ontario jump back above 200

	There are now 3,636 cases with a variant of concern, including 129 of the highly contagious Delta variant.

	Local health and municipal officials continue to encourage anyone who has not yet dones so to get vaccinated ahead of an expected fourth wave and as thousands of doses of the Moderna vaccine are set to expire.

	During a virtual media briefing Thursday, the MLHU's Dr. Chris Mackie said evidence is growing that we're moving toward a fourth wave that could spike by October, so it's imperative that everyone gets vaccinated.

	""Some modelling data coming out from a number of places is showing that, you know, we will continue to see case counts climb until we get the vaccination rate even higher, and looking through the fall, (we've) seen some projections showing that we really will be climbing, you know, close to half of the rate of the peak of the third wave, which was our highest case count ever.""

	Mayor Ed Holder emphasized that the excess of defrosted Moderna COVID-19 vaccines, which must be used by Aug. 12, need not go to waste if people go get their shots.

	""We have sufficient people out there who have the requirement...get your vaccination, Moderna, I don't care, whatever the vaccine is, not a drop has to go to waste if people did the right thing.""

	No appointment is needed to get a vaccine and in addition to the mass vaccination clinics there are a number of pop-up and mobile clinics in London and Middlesex in the coming weeks. Dates and locations can be found here.

	REGIONAL COVID-19 COUNTS

	Here are the most recently available numbers from other local public health authorities:

	
		Elgin-Oxford – three new, 36 active, 3,975 total, 3,855 resolved, 84 deaths, 889 variants
	
		Grey-Bruce – five new, 49 active, 2,140 total, 2,058 resolved, 19 deaths
	
		Haldimand-Norfolk – zero new, 13 active, 2,746 total, 2,679 resolved, 48 deaths
	
		Huron-Perth – one new, eight active, 1,945 total, 1,880 resolved, 57 deaths, 362 variants
	
		Sarnia-Lambton – two new, two active, 3,640 total, 3,570 resolved, 68 deaths, 685 variants


	The province saw a jump in new infections Thursday with 213 new cases. this comes after a dip Wednesday of 139, 168 on Tuesday and 164 on Monday.

"
New Brunswick reports 13 new COVID-19 cases Thursday; active cases increase to 51,"Aug. 6, 2021 10:06 a.m. CST","
     
     HALIFAX - 
     
    
	The number of COVID-19 cases in New Brunswick continues to rise as the province reports another day of double-digit infections.

	Public health says there are 13 new cases, nine of which are in Zone 1 (Moncton region) and are all people in their 20s.

    Advertisement
    
	Eight of nine cases are under investigation and one case is a contact of a previously confirmed case.  Tracking every case of COVID-19 in CanadaCoronavirus vaccination tracker: How many people in Canada have received shots?How will classrooms be kept safe? PHAC says back-to-school guidelines comingWhat provinces have to say about vaccine passportsSeniors cut off from income supplement after receiving emergency benefitsDelta variant 'highly worrisome' as spread grows across Americas: PAHOWHO calls for pause on booster shots to vaccinate poorer nationsPremier backs Alberta's top doctor, defends Alberta's response as COVID-19 cases riseOntario requires mandatory vaccines for students against nine illnesses, but says it won't for COVID-19PM says he's considering making COVID-19 vaccines mandatory for federal workersCanadian Medical Association, nurses association call for mandatory COVID-19 vaccines for health-care workersCapacity limits for businesses, indoor mask mandate to end in Manitoba starting SaturdayTracking variants of the novel coronavirus in CanadaFull coverage at CTVNews.ca/Coronavirus
        RELATED STORIES
       Two new COVID-19 cases identified in N.B.; active infections drop to 41

	There are also two cases in Zone 6 (Bathurst region), a person in their 20s and another in their 40s. Both of those cases are under investigation.

	The two cases in Zone 7 (Miramichi region) are two individuals 20-29 and the cases are under investigation.

	""Vaccination is the best protection and with (the) recent number of COVID-19 cases, the value of being completely vaccinated becomes more clear every day,"" Dr. Jennifer Russell, chief medical officer, said in a release.

	""Fully 68 of our 77 confirmed COVID-19 cases since July 1, which is 88 per cent, were not fully immunized. Getting vaccinated will not only reduce your risk of contracting COVID-19 and of being seriously ill, it will also help to protect your family, friends and our health-care system. Should you have any COVID-19 symptoms, even mild ones, please get tested.""

	The active number of cases is now 51. There have been 46 deaths and no one is hospitalized in New Brunswick.

	A total of 1,103 tests were conducted Wednesday for a total of 384,250.

	VACCINE UPDATE

	As of Thursday, 68.6 per cent of New Brunswickers aged 12 and older are fully vaccinated and 82.5 per cent have received their first dose of a COVID-19 vaccine.

	All eligible New Brunswickers can book their second dose appointments now for a date that is at least 28 days after their first dose. To receive a second dose, bring a signed consent form, your Medicare card and a copy of the record of immunization provided after receiving your first dose.

	POTENTIAL PUBLIC EXPOSURES

	Anyone with symptoms of the virus, as well as anyone who has been at the site of a possible public exposures is urged to request a test online or call Tele-Care 811 to get an appointment.

"
"'It's a mistake': AMC Grand Chief expresses concerns over reopening plan, fourth wave","Aug. 5, 2021 11:58 p.m. CST","
     
     WINNIPEG - 
     
    
	The Grand Chief of the Assembly of Manitoba Chiefs (AMC) is expressing his concerns over the province’s latest reopening plan, saying, ‘It’s a mistake.’

	“We tried our best to make informed decisions based on our statistical information, we’ve collaborated with our allies within the provincial health system to try and assist with rolling out vaccines,” said Grand Chief Arlen Dumas.

    Advertisement
    
	“We’ve been in lockstep with many of our colleagues and unfortunately this announcement that the premier and his government have made has actually been without consultation with our experts. I’m quite alarmed.”
        RELATED STORIES
       Indigenous minister worries lifting COVID-19 restrictions could bring fourth waveCapacity limits for businesses, indoor mask mandate to end in Manitoba starting Saturday

	On Wednesday, federal Indigenous Services Minister Marc Miller said he is concerned about provinces lifting COVID-19 restrictions, as it could lead to a fourth wave among Indigenous people driven by the Delta variant.

	Miller’s comments came the day after Manitoba announced its latest reopening plan, which is set to take effect on Saturday. The plan includes lifting the mask mandate and allowing some businesses to fully reopen, including gyms, hair and nail salons, and retail businesses.

	Dumas recognized that the pandemic has been a tough time, and that he is looking forward to being able to go out without restrictions. However, he acknowledged that even though he is fully vaccinated, not everyone else is.

	“There’s still no vaccine for our children,” he said.

	“It’s great that all the adults have a bit of a buffer, a bit of a bubble so we can all try and get back to normal life. But school is starting in a month and I’m not too sure that we’ve done whatever we can to make schools as safe as possible for our children.”

	VACCINATION RATES

	According to the latest provincial data, 61.7 per cent of eligible First Nations people who live on reserves have been fully immunized, while 46.2 per cent of the eligible off-reserve population has received both doses.

	Dumas said he commends the leadership for taking proactive measures, but acknowledged the, “systemic issues that exist within the health-care system.”

	“We had an opportunity to try to highlight these things and provide solutions so we could move forward,” he said.

	“We were able to do that with great skill on-reserve, but unfortunately off-reserve, we don’t have the same authority or same effect on off-reserve issues.

	Dumas added that their leadership has been advocating for everyone to get vaccinated.

	- With files from CTV’s Renee Rodgers and The Canadian Press’ Kelly Geraldine Malone.

"
Hajdu pens warning letter to Alberta while its top doctor defends ending COVID-19 orders,"Aug. 6, 2021 7:00 a.m. CST","
     
     CALGARY - 
     
    
	Alberta's top doctor is defending the province's plan to lift all its COVID-19 public health restrictions despite mounting concerns from physicians and political leaders across Canada, including federal Health Minister Patty Hajdu.

	In a letter to Alberta Health Minister Tyler Shandro, Hajdu said she agrees with the Canadian Paediatric Society's description of the province's move as an “unnecessary and risky gamble.”

    Advertisement
    
	Hajdu said recent modelling for Alberta forecasts a more serious resurgence in cases fuelled by the Delta variant, and all governments need to take reasonable steps to protect Canadians.
        RELATED STORIES
       Alberta reports 397 new COVID-19 cases, 1 deathCOVID-19 'not the only wicked problem we are facing': Hinshaw in new op-ed

	“The vaccination campaign in Canada, one of the best in the world, has significantly changed the overall context of COVID-19 here,” wrote Hajdu. “However, it is still too early to declare victory.

	“Many remain unvaccinated, creating the potential for outbreaks, and we need to increase first and second dose coverage in order to protect against a Delta-driven resurgence that could seriously impact our citizens and our health system capacity.”

	Hajdu said she wants to better understand the rationale and science behind Alberta's decision.

	Last week, the province ended contract tracing and said close contacts of people who test positive for COVID-19 are not required to isolate. And starting Aug. 16, those infected will no longer need to quarantine.

	Dr. Deena Hinshaw, Alberta's chief medical officer of health, told The Canadian Press on Thursday that the decision was made after her team reviewed data on age-specific outcomes related to COVID-19, vaccine effectiveness and modelling on transmission of the Delta variant and related health outcomes.

	Hinshaw said they also studied other jurisdictions, like the United Kingdom, which saw an uptick in the Delta variant before Alberta, to determine risks related to eliminating restrictions.

	“We expect that we'll see a rise in cases and they will continue to rise for about a month. But the impact on severe outcomes and on acute care will be greatly mitigated by vaccines,” said Hinshaw.

	While Hinshaw acknowledged concerns from Albertans about the “hard and rapid shift,” she said timing is the most important question.

	“What I think has not been a part of the conversation is the risk of maintaining the status quo,” she said.

	If Alberta continues to treat COVID-19 as its biggest risk and focuses all of its resources on it, the province will accumulate a backlog of other problems, Hinshaw explained.

	Dropping isolation, testing and contact tracing measures before the fall will help Alberta prepare for an expected spike in other respiratory illnesses, she said, and it will free up acute care and public health resources.

	Hinshaw stressed, however, that people who get sick with COVID-19 or any other transmissible illnesses should isolate despite not being legally required to.

	If Alberta's acute care system is again overwhelmed or a new variant poses a significant threat, Hinshaw said the province will reconsider reinstating public health measures.

	Shandro declined to comment on Hajdu's letter Thursday, but criticized the federal minister on social media.

	“Minister Hajdu noticeably neglected to write a letter to Saskatchewan despite (us) having similar approaches to the COVID-19 pandemic. Instead, Ms. Hajdu chose to target Alberta - the Trudeau Liberals' favourite punching bag,” he wrote, before condemning the federal government's track record on addressing COVID-19.

	Shandro said Hinshaw and her team's recommendations to lift health measures are “in line with the science.”

	In a recent editorial, Hinshaw apologized for causing some people “confusion, fear or anger” but said the changes will help support the whole health of Albertans.

	This report by The Canadian Press was first published Aug. 5, 2021.

"
Moderna COVID-19 vaccine tallies more than US$4B in Q2 sales,"Aug. 5, 2021 11:32 p.m. CST","
     
    
	Moderna's COVID-19 vaccine brought in more than US$4 billion in second-quarter sales, helping to push the vaccine developer into a profit.

	The company also said Thursday an analysis showed that its vaccine remains 93% effective as much as six months after the second dose.

    Advertisement
    
	Moderna's announcement comes after pharmaceutical giant Pfizer Inc. said its COVID-19 vaccine remained effective months after the second dose and had become a top seller. It brought in nearly half the company's revenue -- $7.84 billion from direct sales and revenue split with its partner, Germany's BioNTech.

	
		
			Newsletter sign-up: Get The COVID-19 Brief sent to your inbox
	
  Tracking every case of COVID-19 in CanadaCoronavirus vaccination tracker: How many people in Canada have received shots?How will classrooms be kept safe? PHAC says back-to-school guidelines comingWhat provinces have to say about vaccine passportsSeniors cut off from income supplement after receiving emergency benefitsDelta variant 'highly worrisome' as spread grows across Americas: PAHOWHO calls for pause on booster shots to vaccinate poorer nationsPremier backs Alberta's top doctor, defends Alberta's response as COVID-19 cases riseOntario requires mandatory vaccines for students against nine illnesses, but says it won't for COVID-19PM says he's considering making COVID-19 vaccines mandatory for federal workersCanadian Medical Association, nurses association call for mandatory COVID-19 vaccines for health-care workersCapacity limits for businesses, indoor mask mandate to end in Manitoba starting SaturdayTracking variants of the novel coronavirus in CanadaFull coverage at CTVNews.ca/Coronavirus
        RELATED STORIES
       Moderna expanding kids vaccine study to better assess safetyEuropean agency is first to clear Moderna vaccine for childrenPfizer raises 2021 COVID-19 vaccine sales forecast to US$33.5 billion
        RELATED LINKS
       Moderna - Earnings report, Aug. 5, 2021

	The COVID-19 vaccine is Moderna's only commercially approved product. It also is developing several vaccines that aim to guard against the flu, Zika and HIV among other viruses. Those are all in early stages of clinical testing, according to its website.

	The company also is testing a potential booster shot for the COVID-19 vaccine.

	Overall, Moderna earned $2.78 billion in the second quarter, compared to a loss of $117,000 last year, before its vaccine received emergency use authorization in the U.S. and other countries to fight the global pandemic.

	The company brought in $4.35 billion in total revenue, thanks to the vaccine and some grants. Earnings per share totaled $6.46.

	The results topped Wall Street expectations. Analysts surveyed by Zacks Investment Research expected, on average, earnings of $6.01 per share on $4.29 billion in revenue.

	Moderna's COVID-19 vaccine has received emergency authorization for use in more than 50 countries.

	Cambridge, Massachusetts-based Moderna Inc. also said Thursday that it completed enrollment in an early-stage study of its next-generation COVID-19 vaccine, which could be easier to store and distribute. The company also said it will explore a combination vaccine that aims to offer protection against the flu, COVID-19 and other viruses.

	Company shares fell 4% to $402 in premarket trading Thursday. The stock price has quadrupled since the end of 2020.

"
'We want businesses to stay open': St. Thomas chamber promotes vaccination with new video,"Aug. 5, 2021 3:19 a.m. CST","
     
     St. Thomas, Ont. - 
     
    
	In the Southwestern Public Health (SWPH) region, 79 per cent of those 12+ have received at least one dose of COVID-19 vaccine, while 65 per cent have two shots.

	In an effort to push that number higher, the St. Thomas and District Chamber of Commerce (STDCC) has produced a promotional video called 'This is our Shot,' encouraging those in Elgin County to get vaccinated.

    Advertisement
    
	""Ultimately we want to support our small business community as much as possible to allow people to shop support local and get out there so we can open our businesses and make sure that they stay open,"" says Paul Jenkins, CEO of the STDCC.
        RELATED STORIES
       Push is on in Elgin and Oxford counties to reach vaccine holdouts'If you want to see a live performance, get your double-dose': Ontario's sport minister Community groups step up so St. Thomas, Ont. soup kitchen operators can enjoy much needed vacation

	Businesses across the county participated, holding up signs explaining why they got their vaccine.

	""A lot of small businesses are just hanging by their fingertips right now trying to get through,"" says Chris Patriquin, owner of Simply Pure Water in St. Thomas.

	""It's an important time for businesses right now to stay open. This is a tool that we can use to keep businesses open and avoid lock downs in the future.""

	For Chris and Jame Patriquin, it's not just about business. They are looking out for family and the community.

	""We've got a brand new grandson now he's just six weeks old, so I mean it's important to us that we protect him keep him safe as well as his family and the rest of our family,"" Chris adds.

	The STDCC campaign is concurrent with SWHP's 'Vaccination is Key,' and the St. Thomas Elgin General Hospital is also pushing vaccinations.

	Jenkins feels the entire community, including elected officials, have been working hard since the beginning of the pandemic to encourage vaccination.

	""People spend about a third of their day, every day, at work,"" says Dr. Joyce Lock, medical officer of health for SWPH.

	""By getting the messages to our workers, we can reach more people. Also, all of us, we attend those workplaces, and they're an important part of our lives. We want to give back to the restaurants and to the shops, and to our recreational facilities.""

	Currently Jenkins says no businesses in the STDCC are requiring vaccination for entry, but that could potentially change in the coming months. For now, they want to reduce vaccine reluctance, and improve on that 79 per cent vaccination number.

	""We understand that there's reluctance, that's exactly why we're doing it,"" says Jenkins.

	""We're not trying to meet folks that have questions about this with any smugness it's simply, you want it. If you do have concerns, if you do have questions we're going to put the experts that are the local experts right in front of you and make sure that you have an opportunity to ask these questions.

	""The most important thing we can do for our business community is to get her vaccinations, so that we can go out and support these businesses that support our community so much.""

"
Windsor-Essex schools likely to 'adopt the plan as presented' for back to school: Dr. Ahmed,"Aug. 5, 2021 6:44 a.m. CST","
     
     Windsor, Ont.  - 
     
    
	Students will be able to participate in both indoor and outdoor extra-curricular activities, regardless of their COVID-19 vaccine status when school resumes in September, according to Ontario’s medical officer of health.

	Dr. Kieran Moore made the announcement Wednesday, just a day after the province unveiled its back-to-school plan for September.

    Advertisement
    
	“We would like to allow broad based participation within those sports knowing that we want to have as close to return to normal as we can and have the benefit of the social, mental and physical well-being of our children,” Moore said.
        RELATED STORIES
       Unvaccinated students won't face any different rules within class setting, Ontario confirms

	Ontario’s top doctor said it was an omission in Tuesday’s plan, but after consulting with local public health units and sports leagues, he feels comfortable it will be possible, while managing risk.

	Moore also noted a student’s ability to participate will not depend on their vaccine status.

	“There shouldn’t be any barriers or stigmatization of children who have not received a vaccine in any way in normal activities throughout the school year,” said Moore.

	WINDSOR-ESSEX BOARDS REVIEWING PLAN

	It’s a plan that school boards are currently reviewing.

	“We understand that extracurricular activities are an extremely important part of every child’s education. Whether it’s athletics, arts, or clubs, these activities play an essential role in their social development and in the promotion of positive mental health,” said Emelda Byrne, the Windsor-Essex Catholic District School Board’s director of education in a statement.

	She added that the board will “review and refine” those plans as it meets with the health unit over the coming weeks

	“An essential part of that will be determining which extracurricular activities we can safely offer without encouraging the spread of COVID-19,” Byrne said.

	The same goes for the public school board.

	“We are in the process of developing plans for return to school based on recent ministry announcements and we will be seeking the advice of WECHU to ensure a safe return to in-person learning,” said public school board director of education Erin Kelly. “We will provide more details with respect to extra-curricular, ventilation, contact tracing etc. as we get additional information. We are excited to welcome our students back into our schools.”

	WECHU MEETING WITH SCHOOL BOARDS

	Health Unit medical officer of health Dr. Wajid Ahmed says he’s reviewed the plans and will continue to meet with school board officials over the next month.

	“If the situation changes within our community we’ll have to adapt and update the plan accordingly, but at this point, I would anticipate that we will adopt the plan as presented,” said Ahmed.

	He tells CTV News the best way to ensure a safe return to school is by getting vaccinated, especially those in the 12-17 age group, noting it’s also the best way to ensure in-person learning continues throughout the year.

	“Let’s hope we don’t have to go back to another closure of the school system, but it is important to understand that could be a possibility, depending on how the fourth wave evolves here,” he said.

"
