标题,时间,正文
Alberta's final $1M vaccine lottery draw closes Thursday,"Sept. 23, 2021 12:00 a.m. CST","
     
     CALGARY - 
     
    
	Albertans have just one day left to register for the province's third and final $1 million vaccine lottery draw. 

	The lottery closes at 11:59 p.m. on Sept. 23. 

    Advertisement
    
	To enter, you must be 18 or older and have received two doses of an approved COVID-19 vaccine. 
        RELATED STORIES
       Alberta asks feds for help transferring ICU patients out of provinceTyler Shandro resigns as Alberta health minister, moves to labour and immigrationYoung Albertans are now the demographic with the highest COVID-19 rates

	“We know that vaccines offer our best protection against COVID-19, helping to prevent serious illness and deaths,"" Health Minister Jason Copping said in a news release. 

	""By rolling up our sleeves and getting vaccinated, Albertans are helping to reduce the spread and protect our health system. Get vaccinated today to help keep each other safe.” 

	The province says more than 1.9 million Albertans have entered the vaccine lottery to date. 

	Those who have already entered previous vaccine lotteries are automatically entered into the third draw.

	Alberta's $100 vaccine incentive is still in place. The prefilled debit card will be issued to all Albertans 18 and older who get their first or second dose of a COVID-19 vaccine between Sept. 3 and Oct. 14. 

	The province said Wednesday that more than 5.8 million doses of COVID-19 vaccine had been administered in Alberta. 

	81.4 per cent of eligible Albertans have had at least one dose and 72.8 per cent of eligible Albertans are fully vaccinated with two doses.

"
Simcoe Muskoka logs 17 new cases on eve of vaccine certificate taking effect,"Sept. 22, 2021 6:26 a.m. CST","
     
     Barrie, Ont. - 
     
    
	On the eve of Ontario's vaccination certificate coming into effect, the Simcoe Muskoka health unit reports 17 new COVID-19 cases and no deaths related to the virus.

	A dozen residents who tested positive for COVID-19 in the past 24 hours are unvaccinated. Four are fully and one partially.

    Advertisement
    
	The health unit reports 186 active infections across the region, including nine hospitalizations.  Children 5 to 11 approved to get COVID-19 vaccine as cases surge in Simcoe MuskokaSMDHU adds new safety measures as COVID-19 cases surge and death toll climbsInfectious disease expert addresses most common pandemic questions Vaccine mandates leave dozens of Simcoe County workers out of a job'I just couldn't believe it,' Friends shocked by vaccinated Oro-Medonte man's deathOnt. health unit warns rapid antigen tests are not to be used to diagnose COVID-19Does your child have COVID-19 symptoms? Here's what Simcoe Muskoka parents need to know
        RELATED STORIES
       New tool is helping Ontarians easily show their proof of vaccination

	Most of the new cases Tuesday are in Barrie (8). The remaining are listed in Essa (2), and single cases in Bradford, Huntsville, Innisfil, Orillia, Springwater, Collingwood and New Tecumseth.

	Five are the result of close contact with a positive case, three are community-acquired, two are travel-related, and one is outbreak-related. The remaining cases are under investigation.

	VACCINE CERTIFICATE TAKES EFFECT WEDNESDAY

	Over the past 18 months, businesses have had to pivot from lockdown measures to various safety protocols, and most recently, a new proof of vaccine policy requiring workers to turn away customers without evidence they are immunized against COVID-19.

	In an interview with CTV News last week, Ryan Mallough, director of provincial affairs for Ontario with the Canadian Federation of Independent Business, said that putting the onus on employees was a lot to ask.

	""Recovery is still very much in its infancy, and this is another burden both administrative and financial thrust upon small businesses.""

	Additionally, the question remains how will it be enforced?

	In a statement to CTV News, Barrie police said unless there is a public safety concern, criminal activity or legislative concerns, like trespassing, don't call them.

	Rather, the police service said to direct issues of compliance to the health unit.

	Meanwhile, the Simcoe Muskoka District Health Unit said education is key when the province's vaccine certificate comes into effect.

	A spokesperson for the health unit said it would be taking a ""graduated approach with emphasis on education"" to deal with compliance issues once specific indoor settings are required to have proof of vaccination to allow patrons to enter.

	Starting Wednesday, residents will have to show proof of being fully vaccinated for at least 14 days, or a medical exemption, along with a piece of ID to access a long list of non-essential businesses, including gyms, movie theatres and restaurants.

	Ontario's health minister said she doesn't expect major pushback from unvaccinated residents.

	Individuals caught not complying with the vaccine policy could face fines starting at $750. The fines for businesses start at $1,000.

"
PPC gains in rural Sask. add competition for Tories,"Sept. 22, 2021 4:45 a.m. CST","
     
     REGINA - 
     
    
	Despite not winning a seat federally, the People’s Party of Canada (PPC) saw vote increases in rural Saskatchewan on election night.

	With some poll results still trickling in, the PPC has already vastly surpassed its 2019 vote totals in several Saskatchewan ridings. The new-for-2021 Maverick Party – born from the WEXIT movement – also siphoned some votes.

    Advertisement
    
	In Saskatchewan rural ridings, PPC vote percentages at-least tripled across the board from 2019.
        RELATED STORIES
       'People aren't scared of COVID here': Few masks in sight at PPC headquarters on election night in SaskatoonMaxime Bernier says he will stay on as PPC leader, despite loss in Quebec ridingFederal election results for SaskatchewanBlue wave soaks Sask. in second consecutive federal election 

	University of Regina political scientist Jim Farney said PPC leader Maxime Bernier appeared to target Saskatchewan to increase the party's support among voters who want a right-wing political alternative.

	“Since Harper’s loss in 2015 – and you see it provincially, too, with the Buffalo Party – there’s an element of ‘the system needs to radically change, none of the options on the table are doing it for us.’ So that’s a big part of the story,” Farney said, in an interview with CTV Morning Live Regina.

	Joseph Angolano, vice president of Canadian polling firm Mainstreet Research, said the increase in PPC ballots is due to “protest votes” — traditional conservative voters switching their vote because they are upset with the current party platform.

	“[The PPC] did take second [and] it did take third in quite a few seats in southern Saskatchewan,” said Angolano. “I don’t know if that’s going to continue if we’re going to be having another election in 18 months or not, we don’t know, but it’ll be interesting to see what will happen

	Some of the most significant PPC gains were seen in Yorkton—Melville and Souris—Moose Mountain.

	RESULTS MAP: Track every result in our interactive map 

	In 2019, the PPC received 941 votes, or 2.4 per cent of the vote in Yorkton—Melville, giving them a last place finish in the riding. Not even two years later, that number has more than tripled to 3,150 votes, or 9.5 per cent, resulting in third place for candidate Braden Robertson.

	Cathay Wagantall, the newly re-elected Conservative Member of Parliament for the staunchly blue riding, said it was the right-wing competition that created the main challenges for her campaign in 2021.

	“We did have the Mavericks and the PPC running in this riding as well, so it gave people other options. Obviously more so on the right than we’ve faced in the past, it’s usually been more of a challenge from the left,” Wagantall said, after the announcement of her projected victory on Monday night.

	As of Tuesday morning, PPC candidate Diane Neufeld had 3,436 votes, or 9.2 per cent of the vote, claiming second place in Souris—Moose Mountain.

	Further north in Battlefords-Lloydminster, the PPC also saw smaller gains, likely due to a surge in support for the Maverick Party.

	With just one poll left to report, Ken Rutherford from the Maverick Party sat in third place with 2,113 votes, or 7.1 per cent of the vote, with Terry Sieben of the PPC close behind with 1,798 votes, or six per cent.

	Both parties fell behind the second place NDP, but received more votes than the Liberal and Green parties in that riding.

	The Maverick’s mission statement on their website said the party’s goal is “to achieve greater fairness and self-determination for western Canadians” through either constitutional change or the creation of an independent nation.

	Speaking in Saskatoon on election night, Bernier told PPC supporters he wants to end the “COVID hysteria.” Despite growth in the popular vote, the party did not win a single seat in the House of Commons.

	""This is not just a political party. It is a movement. It is an ideological revolution,"" Bernier said.

	""Unfortunately, we won't be able to carry on this fight in Parliament, but we will continue this battle to unite Canadians under the freedom umbrella.”

	Saskatchewan Premier Scott Moe said the improvement for the PPC in Saskatchewan and across the country could have been harnessed by the spread of misinformation throughout the pandemic and divisions within Canada.

	“It think it speaks to some of the divisions that were highlighted throughout this campaign,” Moe said during a Tuesday morning press conference. “Some of the divisions that we are seeing in the broader society across Canada and across Saskatchewan, and some of those divisions are coming through with some embracing some of the misinformation that is available out on social media and on the internet.”

	He added that he feels Maxime Bernier and the party attempted to “prolong the pandemic” by embracing anti-vaccine sentiments.

	Despite the boost, Farney is unsure whether the PPC will have staying power to hold onto their share of votes outside of the pandemic.

	“The question is, when we do get through COVID-19, does that alienation stay as strong as it seems to be right now,” Farney said.

	In total in 2019, the PPC received 1.8 per cent of the vote in Saskatchewan. Although results have not been finalized, the party will likely come out of 2021 with a much larger share. 

	2021 RURAL SASK. PPC RESULTS

	CTV News is still awaiting results from some polling stations. Results as of 10 a.m.

	
		Battlefords—Lloydminster –1,798 votes (6 per cent) up 4.2 per cent from 2019
	
		Carlton Trail—Eagle Creek –3,774 votes (9.7 per cent) up 7.9 per cent from 2019
	
		Cypress Hills—Grasslands – 2,807 votes (8.5 per cent) up 6.3 per cent from 2019
	
		Moose Jaw—Lake Centre—Lanigan – 4,537 votes (11.6 per cent) up eight per cent from 2019
	
		Souris—Moose Mountain – 3,436 votes (9.2 per cent) up 7.5 per cent from 2019
	
		Yorkton—Melville – 3,150 votes (9.5 per cent) up 7.1 per cent from 2019


	With files from CTV News Saskatoon's Josh Lynn

"
Motion at Winnipeg city hall looking to mandate COVID-19 vaccine for councillors and their staff,"Sept. 22, 2021 1:53 a.m. CST","
     
     WINNIPEG - 
     
    
	A week after the City of Winnipeg implemented a COVID-19 vaccine mandate for front-line workers, a motion has been introduced at city council to have the same sort of mandate for elected officials and their political staff.

	When the city unveiled the mandate, it said the program did not apply to any councillors or their staff because technically they are not city employees.

    Advertisement
    
	Coun. Sherri Rollins moved the new motion on Tuesday suggesting that city council mirror the mandate that has already been put in place.
        RELATED STORIES
       City of Winnipeg to require COVID-19 vaccines for front-line staff

	As part of the motion, she suggests that all councillors and their staff be fully immunized by Nov. 15, 2021. This would mean the first dose would need to be received no later than Sept. 30, and the second dose could happen no later than Oct. 28.

	The motion also includes a recommendation to make accommodations for those who don't get vaccinated, suggesting they work remotely.

	The motion also mentions councillors have an ""obligation to protect the health and safety of all residents they serve and should do all things possible to prevent needless hospitalizations and burden on the health care system and community.""

"
"Alberta reports 1,519 new COVID-19 cases, 29 deaths","Sept. 22, 2021 7:59 a.m. CST","
     
     EDMONTON - 
     
    
	Alberta reported 1,519 new COVID-19 cases and 29 deaths on Tuesday as Tyler Shandro resigned from his position as health minister.

	The province has 20,917 active cases and 996 hospitalizations, including 222 ICU admissions.

    Advertisement
    
	Alberta Health Services' ICU capacity is at 87 per cent including surge beds, according to Premier Jason Kenney.
        RELATED STORIES
       Alberta asks feds for help transferring ICU patients out of province

	

			A Flourish chart


	The 29 deaths increased Alberta's pandemic death toll to 2,574.

	""Some of these individuals were double vaccinated and had pre-existing health conditions that compromised their immune systems, but most were not vaccinated at all,"" Chief Medical Officer of Health Dr. Deena Hinshaw said.

	THIRD DOSES

	More immunocompromised Albertans will be eligible to get a booster shot starting on Friday, the premier announced.

	The expansion includes people with Stage 3 or advanced HIV, transplant recipients and patients with chronic kidney disease.

	""The data shows that individuals with certain immunocompromising conditions do not develop as robust an immune response from two doses and benefit from a third dose,"" Hinshaw said.

	Booster shots will be available at least eight weeks after the second dose.

	Of eligible Albertans, 81.4 per cent have one COVID-19 vaccine dose and 72.8 per cent have two doses.

	

			A Flourish bar chart race


	NEW HEALTH MINISTER

	In a cabinet shuffle on Tuesday afternoon, former Labour and Immigration Minister Jason Copping became Alberta's health minister.

	
		Shandro out as Alberta health minister in Kenney cabinet shuffle


	Kenney said Shandro offered his resignation and he accepted it, and Shandro will take over Copping's previous portfolio.

	Copping told reporters his main three goals are to increase hospital capacity permanently, educate vaccine-hesitant Albertans and prepare the health system to respond to potential future waves.

	Alberta health officials will give another COVID-19 update later this week.

"
Shandro out as Alberta health minister in Kenney cabinet shuffle,"Sept. 22, 2021 8:30 a.m. CST","
     
     EDMONTON - 
     
     Tyler Shandro is no longer Alberta's health minister as part of Premier Jason Kenney's cabinet shuffle on Tuesday afternoon.  Shandro is now the minister of labour and immigration after he exchanged portfolios with Jason Copping. 
    Advertisement
       In a COVID-19 update after the cabinet shuffle, Kenney said Shandro offered his resignation and the premier accepted it.    Alberta reports 1,519 new COVID-19 cases, 29 deaths   ""It is time for a fresh start and a new set of eyes in the largest department in the government, especially at a time such as this,"" Kenney said.  ""Minister Copping has proven himself as a thoughtful and capable leader in government, who is ready to take the daunting task of overcoming this fourth wave and preparing the health-care system to deal with whatever this virus throws at us in the future.""  Copping told reporters his main three goals are to increase hospital capacity permanently, educate vaccine-hesitant Albertans and prepare the health system to respond to potential future waves.
"
Young Albertans are now the demographic with the highest COVID-19 rates,"Sept. 22, 2021 9:45 a.m. CST","
     
     CALGARY - 
     
     Alberta youth now have the highest COVID-19 rate compared to any other demographic.   As of Monday, case rates per 100,000 for Albertans aged five to nine were 377 and case rates per 100,000 for Albertans ages 10 to 19 were 337.  
    Advertisement
     That’s in comparison to the newborn to four age group which had 201 cases per 100,000, the 20 to 29 age group which had 281 cases per 100,000 and the 30-39 age group which had 316 cases per 100,0000. 
        RELATED STORIES
       COVID-19 in Alberta: Hospitalizations hit record high, 4.6K new weekend casesRural schools close as Alberta's COVID-19 vaccine passport system beginsPfizer says COVID-19 vaccine works in kids ages 5 to 11  Public education advocacy group Support our Students (SOS) has been monitoring the number of cases identified at Alberta schools and keeps an updated list on its website.   “It's quite alarming, actually” said Medeana  Moussa, SOS executive director  “We are really concerned that this government hasn't introduced any mitigation measures beyond masking kids K to 12, and they're really not responding to the urgency of the matter, and they're allowing Delta to rip through schools.""  On Monday alone, SOS said COVID-19 cases were reported at 12 different schools in Alberta, two schools moved to online learning and two reported outbreaks.   “The lack of reporting requirements, and contact tracing by AHS (Alberta Health Services) is definitely feeding into the anxiety of parents,” said Moussa. “Because there's so much unknown information, and  you're reliant on this volunteered information instead of required information and required isolation.”  On Friday, the Calgary Board of Education penned a letter to the UCP government over its concerns with COVID-19 in schools.   ""We are frustrated by the lack of coherent provincial guidance being provided to our families and students,"" the CBE said.   ""Families have received mixed messages about the real and substantial risk that COVID-19 presents to our communities, and school jurisdictions are left to fill the public health gap left by the government.""   Meanwhile, Calgary Catholic School District said Monday it recognizes the ""ongoing challenges of creating and safe learning environments in our schools during the fourth wave of COVID-19.""  ""Our board is currently in the process of communicating their concerns to the provincial government.""  SPIKE WAS AVOIDABLE: EXPERT  Infectious disease specialist Craig Jenne said the current spike of COVID-19 in school age children was avoidable.  “If we look back to last year, when we started school, we were able to get through most of September and October without substantial outbreaks,"" said Jenne. “We were just a little more careful. We had more universal masking. We had contact tracing, but perhaps critically, we had fewer viral cases in the community.”  University of Calgary's Craig Jenne infectious disease expert said the low vaccine rate among 20 to 29-year-olds could be a concern when school goes back to class in the fall  Jenne stressed the case jump in school aged children is not only coming from the return to school, but from increased community transmission as well.  He anticipates that as the emergency measures instituted last week start to mitigate community spread, cases among Alberta children will decline as well.  “The thing we should again, keep in mind is, it's going to take a week to two weeks to start seeing those cases (decline). We have brought in measures, the big question is, will it be enough? Will that flatten the curve? Or will it slow the curve? But we should be able to see an impact of these measures in the coming weeks on kids.”  At this time, Albertans under the age of 12 aren't eligible for the COVID-19 vaccine, but that could soon change.  On Monday, Pfizer said its vaccine is proving effective in kids under 12, and it will be seeking authorization for the age group soon.  - With files from Sarah Reid
"
"One death, 17 new COVID-19 cases in Middlesex-London","Sept. 22, 2021 2:09 a.m. CST","
     
     Middlesex Centre, Ont. - 
     
    
	The Middlesex-London Health Unit (MLHU) is reporting 17 new COVID-19 cases Tuesday and one new death.

	The death, a man in his 40s, was not associated with a long-term care or retirement home. It is the first death in the region in more than a week.

    Advertisement
    
	The region now has a total of 13,834 cases and 238 deaths, with 13,407 cases resolved leaving 189 active. There are 4,219 cases with a variant of concern.  Tracking every case of COVID-19 in CanadaCoronavirus vaccination tracker: How many people in Canada have received shots?J&J: Booster dose of its COVID-19 shot prompts strong responsePfizer Canada cites 'urgency' in plans to seek authorization for kids' COVID vaccineTexas couple asked to leave restaurant for wearing face masksMasks mandatory across Nunavut; new COVID-19 cases confirmed in two communitiesCanada-U.S. border impact uncertain after U.S. says foreign visitors will have to be vaccinatedGerman officials fear anti-mask radicalization after killingRural schools close as Alberta's COVID-19 vaccine passport system beginsNew Brunswick to reinstate mandatory mask policy; reports 199 new cases over the weekend
        RELATED STORIES
       MLHU issues 2 new Section 22 Class Orders around social gatherings, nightclubsOntario premier releases statement one day before COVID-19 vaccine certificate is implementedOntario reports another drop in new COVID-19 cases with 574 infections loggedMLHU reports 12 new COVID-19 cases Monday

	Of the cases occurring over the last six weeks, 82.9 per cent are among the unvaccinated or partially vaccinated. The same group accounts for 87.5 per cent of hospitalizations and 85.7 per cent of deaths.

	The London Health Sciences Centre (LHSC) reports it is has nine inpatients with COVID-19 with fewer than five in critical care.

	There are two ongoing outbreaks in the region, at École élémentaire La Pommeraie and on the first and second floors at Earls Court Village nursing home.

	As of Saturday night, a total of 747,840 COVID-19 vaccine doses have been administered in Middlesex-London.

	That bring the total of those eligible who have received at least one dose to 85.5 per cent, and those eligible with two doses to 79.4 per cent.

	REGIONAL COVID-19 COUNTS

	Here are the most recently available numbers from other local public health authorities:

	
		Elgin-Oxford – three new, 68 active, 4,236 total, 4,083 resolved, 85 deaths
	
		Grey-Bruce – none new, 22 active, 2,304 total, 2,256 resolved, 22 deaths
	
		Haldimand-Norfolk – two new, 30 active, 2,892 total, 2,808 resolved, 48 deaths
	
		Huron-Perth – 12 new, 34 active, 2,122 total, 2,023 resolved, 65 deaths
	
		Sarnia-Lambton – 10 new, 54 active, 3,778 total, 3,655 resolved, 69 deaths


	Ontario health officials reported a fourth consecutive day of decreasing case counts Tuesday, with 574 new COVID-19 cases.

"
"Nova Scotia reports 25 new cases of COVID-19 on Tuesday, active cases rise to 137","Sept. 22, 2021 12:33 a.m. CST","
     
     HALIFAX - 
     
    
	Health officials in Nova Scotia are reporting 25 new cases of COVID-19 on Tuesday, along with 17 recoveries, as the number of active cases in the province rises to 137.

	Fourteen new cases were identified in the province's Central zone. Of the new cases, eight are close contacts of previously reported cases and six are under investigation.

    Advertisement
    
	Health officials say there are signs of community spread among people in the Central zone aged 20 to 40 who are unvaccinated and participating in social activities.  Tracking every case of COVID-19 in CanadaCoronavirus vaccination tracker: How many people in Canada have received shots?J&J: Booster dose of its COVID-19 shot prompts strong responsePfizer Canada cites 'urgency' in plans to seek authorization for kids' COVID vaccineTexas couple asked to leave restaurant for wearing face masksMasks mandatory across Nunavut; new COVID-19 cases confirmed in two communitiesCanada-U.S. border impact uncertain after U.S. says foreign visitors will have to be vaccinatedGerman officials fear anti-mask radicalization after killingRural schools close as Alberta's COVID-19 vaccine passport system beginsNew Brunswick to reinstate mandatory mask policy; reports 199 new cases over the weekend
        RELATED STORIES
       Nova Scotia reports 55 new cases of COVID-19 over the weekend, active cases drop to 129'A scary thought': Confirmed COVID-19 case at Northwood causes concern
        RELATED LINKS
       N.S. COVID-19 dashboard

	Five new cases were identified in the province's Northern zone. Four are close contacts of previously reported cases and one is under investigation

	Health officials say there is a large cluster of linked cases in a defined group in the Northern zone, and most of the group is unvaccinated, so more cases are expected.

	Three cases new cases were identified in the province's Western zone. One is a close contact of a previously reported case and two are under investigation.

	Three cases new cases were identified in the province's Eastern zone. One is a close contact of a previously reported case and two are under investigation.  

	Public Health says it is closely monitoring all four health zones for community spread.

	COVID-19 CASE DATA

	Nova Scotia Health Authority's labs completed 2,984 tests on Monday. A total of 1,180,686 COVID-19 tests have been processed since the start of the pandemic.

	According to the province's online COVID-19 dashboard, there have been 6,392 cumulative COVID-19 cases in Nova Scotia. Of those, 6,161 people have recovered and 94 have died due to COVID-19.

	There are currently nine people in hospital in Nova Scotia due to COVID-19, with no one in an intensive care unit.

	Since April 1, there have been 4,650 positive COVID-19 cases and 28 deaths. Of the new cases since April 1, 4,485 are now considered resolved.

	There are cases confirmed across the province, but most have been identified in the Central zone, which contains the Halifax Regional Municipality.

	The provincial government says cumulative cases by zone may change as data is updated in Panorama, the province’s electronic information system.

	The numbers reflect where a person lives and not where their sample was collected.

	
		Western zone: 326 cases (7 active case)
	
		Central zone: 4,923 cases (80 active cases)
	
		Northern zone: 490 cases (42 active cases)
	
		Eastern zone: 653 cases (8 active cases)


	The provincial state of emergency, which was first declared on March 22, 2020, has been extended to Oct. 3, 2021.

	VACCINE UPDATE

	The province's COVID-19 online dashboard provides an update on the number of vaccines that have been administered to date.

	As of Tuesday, 1,488,276 doses of the COVID-19 vaccine have been administered.

	In total, 79.6 per cent of the province's overall population has received at least one dose of COVID-19 vaccine, while 73.6 per cent of Nova Scotians have received their second dose.

	The province says it has received a total of 1,661,340 doses of COVID-19 vaccine since Dec. 15.

	All Nova Scotians are encouraged to get vaccinated against COVID-19 as soon as they are eligible. COVID-19 vaccination appointments can be made online or by phone at 1-833-797-7772.

	COVID ALERT APP

	Canada’s COVID-19 Alert app is available in Nova Scotia.

	The app, which can be downloaded through the Apple App Store or Google Play, notifies users if they may have been exposed to someone who has tested positive for COVID-19.

	LIST OF SYMPTOMS

	Anyone who experiences a fever or new or worsening cough, or two or more of the following new or worsening symptoms, is encouraged to take an online test or call 811 to determine if they need to be tested for COVID-19:

	
		Sore throat
	
		Headache
	
		Shortness of breath
	
		Runny nose/nasal congestion  


"
"MacEwan, U of A immediately opt in to Restrictions Exemption Program; NAIT and Concordia give students until October","Sept. 21, 2021 2:49 a.m. CST","
     
     EDMONTON - 
     
    
	When on-campus classes resumed Monday, it was with new requirements from some post-secondary institutions.

	The city's major post-secondary schools – which cancelled on-campus learning for two days to figure out how to apply Alberta's Restrictions Exemption Program – have released their plans for the remainder of the semester.

	MACEWAN, U OF A
        RELATED STORIES
       The vaccinated may enter: Alberta's COVID-19 vaccine passport system begins todayProof of vaccination program announced in Alberta as state of public health emergency declaredOn-campus classes, activities cancelled at Edmonton universitiesRed Deer Polytechnic not among Alta. post-secondary institutions to require vaccine proof

    Advertisement
    
	When the Restrictions Exemption Program took effect Monday, it also took effect on the MacEwan University and University of Alberta campuses.

	Both institutions told students on Friday they would be participating in the Restrictions Exemption Program immediately.

	At the University of Alberta, as per the provincial Restrictions Exemption Program, unvaccinated staff and students were required to submit a negative COVID-19 test every 72 hours. As well, Monday was the deadline for students to have received their first dose of vaccine in time to comply with the school's vaccine mandate, which starts Nov. 1.

	Rapid testing will only be provided by the U of A after Oct. 29 to those who have been approved for a vaccine exemption.

	MacEwan University also immediately began participating in the Restrictions Exemption Program on Monday, requiring students to have at least one dose of COVID-19 vaccine or a negative COVID-19 test. Vaccinated students were able to register their vaccine status through the school's app and portal, while negative COVID-19 tests couldn't be older than 72 hours.

	The school previously announced it would implement a vaccine mandate for the winter 2022 term, which would require all staff and students to be fully vaccinated to be on campus. At that point, negative tests will no longer be accepted for access. MacEwan has promised to waive tuition for five fully vaccinated students for the year's fall and winter terms. Administration said at the end of August 95 per cent of faculty and 86 per cent of students who participated in a voluntary survey had been fully immunized.

	NAIT, CONCORDIA TO OPT IN BY OCT.

	Alberta's Restrictions Exemption Program will take effect at Concordia University on Oct. 4 and at the Northern Alberta Institute of Technology on Oct. 8.

	Starting Oct. 4, Concordia students and staff will need to be able to prove they have one dose of vaccine or a negative COVID-19 test, and two doses by Oct. 25. Those without two doses or an accepted exemption to the vaccine will not be allowed on campus after Oct. 25.

	Concordia's classes will continue to be held online until Oct. 4.

	NAIT students who wish to continue learning on campus will need to get their first dose of COVID-19 vaccine by Sept. 24 in order to comply with the Restrictions Exemption Program when it takes effect there on Oct. 8. As per the school's own vaccine mandate, students will need to be able to prove full immunization on Oct. 25, and as of Nov. 8, rapid tests won't be accepted as an alternative.

	Both NAIT and Concordia have extended withdrawal deadlines to Sept. 24 and 21, respectively, for students who do not want to meet the schools' vaccine requirements.

"
22 new COVID-19 cases reported Monday in Waterloo Region,"Sept. 21, 2021 2:31 a.m. CST","
     
     KITCHENER - 
     
    
	Public Health reported 22 new cases of COVID-19 on Monday, and two outbreaks at schools in Waterloo Region.

	The latest update shows 19,447 total cases for the area, with 18,898 of those now considered resolved.

    Advertisement
    
	The number of active cases has increased by one to 251.
        RELATED STORIES
       COVID-19 outbreaks declared at two schools in Waterloo RegionOntario reports another 610 cases of COVID-19, two additional deaths

	No new deaths were reported in Waterloo Region on Monday, with that number now sitting at 295.

	One new death was reported Sunday, making it the third fatality in less than a week.

	Public Health also listed two new outbreaks at schools in Waterloo Region.

	They’ve been identified as Waterloo-Oxford District Secondary near Baden and St. Brigid Catholic School in Ayr, with two confirmed student cases each.

	Hospitalizations in Waterloo Region have dropped from nine to seven, with four people now receiving treatment in intensive care units.

	Public Health says 43 more variants of concern have been identified, and all of them are the Delta strain.

	The region’s variant breakdown is as follows:

	
		3,128 are the Alpha variant, first identified in the United Kingdom and originally known as B.1.1.7
	
		21 are the Beta variant, originally detected in South Africa and previously referred to as B.1.315
	
		98 are the Gamma variant, initially discovered in Brazil and labelled as P.1
	
		2,700 are the Delta variant, originally detected in India and previously called B.1.617
	
		262 cases have had a mutation detected, but have not yet had a variant strain confirmed


	Ontario, meanwhile, reported 610 new cases of COVID-19 on Monday, as well as two more deaths.

	The province says 458 of those new cases were found in people who are not fully vaccinated or their vaccine status is not known. At least 152 cases were in fully-vaccinated individuals.

"
